SeqNum,@id,@notation,@status,dct:description,rdf:type,rdfs:label,skos:notation,I-ADOPT Type,Comment,OoI,Property,Constraints
529,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12116>,12116,stable,"'IUPAC: 1,2-dichloroethene, PubChem CID: 10900, CAS Number: 540-9-0, in gas phase'@en",skos:Concept,"C2H2Cl2 (1,2-dichloroethene)",'12116',OoI,,"C2H2Cl2 (1,2-dichloroethene)",,
530,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12117>,12117,stable,"'IUPAC: 1,1-Dichloroethane, PubChem CID: 6365, CAS Number: 75-34-3, in gas phase'@en",skos:Concept,"C2H4Cl2 (1,1-dichloroethane)",'12117',OoI,,"C2H4Cl2 (1,1-dichloroethane)",,
531,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12118>,12118,stable,"'IUPAC: 1,2-Dichloroethane, PubChem CID: 11, CAS Number: 107-06-2, in gas phase'@en",skos:Concept,"C2H4Cl2 (1,2-dichloroethane)",'12118',OoI,,"C2H4Cl2 (1,2-dichloroethane)",,
532,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12119>,12119,stable,"'IUPAC: dibromo(chloro)methane, PubChem CID: 31296, CAS Number: 124-48-1, in gas phase'@en",skos:Concept,CHBr2Cl (dibromochloromethane),'12119',OoI,,CHBr2Cl (dibromochloromethane),,
533,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12120>,12120,stable,"'IUPAC: bromo(dichloro)methane, PubChem CID: 6359, CAS Number: 75-27-4, in gas phase'@en",skos:Concept,CHBrCl2 (bromodichloromethane),'12120',OoI,,CHBrCl2 (bromodichloromethane),,
534,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12121>,12121,stable,"'IUPAC: chloro(iodo)methane, PubChem CID: 11644, CAS Number: 593-71-5, in gas phase'@en",skos:Concept,CH2ClI (chloroiodomethane),'12121',OoI,,CH2ClI (chloroiodomethane),,
535,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12122>,12122,stable,"'IUPAC: diiodomethane, PubChem CID: 6346, CAS Number: 75-11-6, in gas phase'@en",skos:Concept,CH2I2 (diiodomethane),'12122',OoI,,CH2I2 (diiodomethane),,
536,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12123>,12123,stable,"'IUPAC: furan-2-carbaldehyde, PubChem CID: 7362, CAS Number: 98-01-1, in gas phase'@en",skos:Concept,C5H4O2 (furfural),'12123',OoI,,C5H4O2 (furfural),,
537,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12124>,12124,stable,"'IUPAC: furan-3-carbaldehyde, PubChem CID: 10351, CAS Number: 498-60-2, in gas phase'@en",skos:Concept,C5H4O2 (3-furaldehyde),'12124',OoI,,C5H4O2 (3-furaldehyde),,
538,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12125>,12125,stable,"'IUPAC: styrene, PubChem CID: 7501, CAS Number: 100-42-5, in gas phase'@en",skos:Concept,C8H8 (styrene),'12125',OoI,,C8H8 (styrene),,
539,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12126>,12126,stable,"'IUPAC: ethynylbenzene, PubChem CID: 10821, CAS Number: 536-74-3, in gas phase'@en",skos:Concept,C8H6 (ethynylbenzene),'12126',OoI,,C8H6 (ethynylbenzene),,
540,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12127>,12127,stable,"'IUPAC: chlorobenzene, PubChem CID: 7964, CAS Number: 108-90-7, in gas phase'@en",skos:Concept,C6H5Cl (chlorobenzene),'12127',OoI,,C6H5Cl (chlorobenzene),,
541,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12128>,12128,stable,"'IUPAC: 1,7,7-trimethyltricyclo[2.2.1.02,6]heptane, PubChem CID: 79035, CAS Number: 508-32-7, in gas phase'@en",skos:Concept,C10H16 (tricyclene),'12128',OoI,,C10H16 (tricyclene),,
542,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12129>,12129,stable,"'IUPAC: 2,6,6-trimethylbicyclo[3.1.1]hept-2-ene, PubChem CID: 6654, CAS Number: 80-56-8, in gas phase'@en",skos:Concept,C10H16 (alpha-pinene),'12129',OoI,,C10H16 (alpha-pinene),,
543,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12130>,12130,stable,"'IUPAC: 6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane, PubChem CID: 14896, CAS Number: 127-91-3, in gas phase'@en",skos:Concept,C10H16 (beta-pinene),'12130',OoI,,C10H16 (beta-pinene),,
544,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12131>,12131,stable,"'IUPAC: 7-methyl-3-methylideneocta-1, PubChem CID: 31253, CAS Number: 123-35-3, in gas phase'@en",skos:Concept,C10H16 (myrcene),'12131',OoI,,C10H16 (myrcene),,
545,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12132>,12132,stable,"'IUPAC: 2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane, PubChem CID: 6616, CAS Number: 79-92-5, in gas phase'@en",skos:Concept,C10H16 (camphene),'12132',OoI,,C10H16 (camphene),,
546,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12133>,12133,stable,"'IUPAC: (4R)-1-methyl-4-prop-1-en-2-ylcyclohexene, PubChem CID: 440917, CAS Number: 5989-27-5, in gas phase'@en",skos:Concept,C10H16 (D-limonene),'12133',OoI,,C10H16 (D-limonene),,
547,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12134>,12134,stable,"'IUPAC: 3,7,7-trimethylbicyclo[4.1.0]hept-3-ene, PubChem CID: 26049, CAS Number: 13466-78-9, in gas phase'@en",skos:Concept,C10H16 (3-carene),'12134',OoI,,C10H16 (3-carene),,
548,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12135>,12135,stable,"'IUPAC: oxaldehyde, PubChem CID: 7860, CAS Number: 107-22-2, in gas phase'@en",skos:Concept,C2H2O2 (glyoxal),'12135',OoI,,C2H2O2 (glyoxal),,
549,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12136>,12136,stable,"'IUPAC: methyl formate, PubChem CID: 7865, CAS Number: 107-31-3, in gas phase'@en",skos:Concept,C2H4O2 (methyl formate),'12136',OoI,,C2H4O2 (methyl formate),,
550,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12137>,12137,stable,"'IUPAC: 2-hydroxyacetaldehyde, PubChem CID: 756, CAS Number: 141-46-8, in gas phase'@en",skos:Concept,C2H4O2 (glycolaldehyde),'12137',OoI,,C2H4O2 (glycolaldehyde),,
551,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12138>,12138,stable,"'IUPAC: methyl acetate, PubChem CID: 6584, CAS Number: 79-20-9, in gas phase'@en",skos:Concept,C3H6O2 (methyl acetate),'12138',OoI,,C3H6O2 (methyl acetate),,
552,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12139>,12139,stable,"'IUPAC: ethyl formate, PubChem CID: 8025, CAS Number: 109-94-4, in gas phase'@en",skos:Concept,C3H6O2 (ethyl formate),'12139',OoI,,C3H6O2 (ethyl formate),,
553,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12140>,12140,stable,"'IUPAC: 1-hydroxypropan-2-one, PubChem CID: 8299, CAS Number: 116-09-6, in gas phase'@en",skos:Concept,C3H6O2 (hydroxyacetone),'12140',OoI,,C3H6O2 (hydroxyacetone),,
554,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12141>,12141,stable,"'IUPAC: 1,3-dioxolane, PubChem CID: 12586, CAS Number: 646-06-0, in gas phase'@en",skos:Concept,"C3H6O2 (1,3-dioxolane)",'12141',OoI,,"C3H6O2 (1,3-dioxolane)",,
555,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12142>,12142,stable,"'IUPAC: ethyl acetate, PubChem CID: 8857, CAS Number: 141-78-6, in gas phase'@en",skos:Concept,C4H8O2 (ethyl acetate),'12142',OoI,,C4H8O2 (ethyl acetate),,
556,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12143>,12143,stable,"'IUPAC: methyl propanoate, PubChem CID: 11124, CAS Number: 554-12-1, in gas phase'@en",skos:Concept,C4H8O2 (methyl propionate),'12143',OoI,,C4H8O2 (methyl propionate),,
557,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12144>,12144,stable,"'IUPAC: 1,4-xylene, PubChem CID: 7809, CAS Number: 106-42-3, in gas phase'@en",skos:Concept,C8H10 (p-xylene),'12144',OoI,,C8H10 (p-xylene),,
558,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12145>,12145,stable,'A measure of light attenuation due to scattering and absorption by aerosol particles expressed as the Beer-Lambert Law exponent at unit path distance.'@en,skos:Concept,Particle light extinction coefficient,'12145',OoI&Property,,Aerosol Particle,Extinction coefficient,
559,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12146>,12146,stable,'Ratio of particle scattering coefficient to particle extinction coefficient or sum of particle absorption and scattering coefficients.'@en,skos:Concept,Particle single scattering albedo,'12146',OoI&Property,,Aerosol Particle,single scattering albedo,
560,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12147>,12147,stable,'A measure of dependence of the particle light extinction coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,Ã…ngstrÃ¶m exponent for particle light extinction,'12147',OoI&Property,,Aerosol Particle,Angstrom Exponent,extinction
561,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12148>,12148,stable,'A measure of dependence of the particle light scattering coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,Ã…ngstrÃ¶m exponent for particle light scattering,'12148',OoI&Property,,Aerosol Particle,Angstrom Exponent,scattering
562,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12149>,12149,stable,'A measure of dependence of the particle light absorption coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,Ã…ngstrÃ¶m exponent for particle light absorption,'12149',OoI&Property,,Aerosol Particle,Angstrom Exponent,absorption
563,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12150>,12150,stable,'A measure of dependence of the aerosol optical depth on wavelength expressed in power law relationship.'@en,skos:Concept,Ã…ngstrÃ¶m exponent for aerosol optical depth,'12150',OoI&Property,,Aerosol Particle,Angstrom Exponent,optical depth
564,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12151>,12151,stable,'A measure of dependence of the aerosol absorption optical depth on wavelength expressed in power law relationship.'@en,skos:Concept,Ã…ngstrÃ¶m exponent  for aerosol absorption optical depth,'12151',OoI&Property,,Aerosol Particle,Angstrom Exponent,absorption optical depth
565,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12152>,12152,stable,"'Particle surface area concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle surface area size distribution,'12152',OoI&Property,,Aerosol Particle,surface area size distribution,
566,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12153>,12153,stable,"'Particle volume concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle volume size distribution,'12153',OoI&Property,,Aerosol Particle,volume area size distribution,
567,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12154>,12154,stable,"'Particle mass concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle mass size distribution,'12154',OoI&Property,,Aerosol Particle,mass size distribution,
568,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12155>,12155,stable,'A scaling factor describing the particle equivalent spherical size change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle size growth factor,'12155',OoI&Property,Property of Property,Aerosol Particle,Hygroscopic size growth factor,
569,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12156>,12156,stable,'A scaling factor describing the particle scattering coefficient change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle light scattering growth factor,'12156',OoI&Property,,Aerosol Particle,Hygroscopic scattering growth factor,
570,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12157>,12157,stable,'A scaling factor describing the particle extinction coefficient change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle light extinction growth factor,'12157',OoI&Property,,Aerosol Particle,Hygroscopic extinction growth factor,
571,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12158>,12158,stable,"'The fraction of incident radiative flux scattered into all backward angles, i.e. scattering_angle exceeding pi/2 radians.'@en",skos:Concept,Particle light hemispheric backscatter coefficient,'12158',OoI&Property,,Aerosol Particle,hemispheric backscatter coefficient,
572,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12159>,12159,stable,'The fraction of incident radiative flux scattered backward at 180 degrees.'@en,skos:Concept,Particle light backscatter coefficient,'12159',OoI&Property,,Aerosol Particle,backscatter coefficient,
573,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12160>,12160,stable,"'Incident radiative flux scattered into all forward angles, i.e. scattering_angle from zero to pi/2 radians.'@en",skos:Concept,Particle light hemispheric forward scattering coefficient,'12160',OoI&Property,,Aerosol Particle,hemispheric forward scattering coefficient,
574,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12161>,12161,stable,'The area weighted mean diameter of the aerosol particles.'@en,skos:Concept,Particle effective diameter,'12161',OoI&Property,,Aerosol Particle,,
575,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12162>,12162,stable,'Height of vertically localized aerosol layer above sea level'@en,skos:Concept,Aerosol layer height,'12162',Property,,Atmosphere,Aerosol layer height,
576,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12163>,12163,stable,"'Height above the surface to which atmospheric properties (wind speed, etc) or atmospheric constituents (aerosol, gases) are dispersed by turbulent vertical mixing'@en",skos:Concept,Mixed layer height,'12163',Property,,Atmosphere,Mixed layer height,
577,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12164>,12164,stable,"'IUPAC: ozone, PubChem CID: 24823, CAS Number: 10028-15-6, in gas phase'@en",skos:Concept,O3 (ozone),'12164',OoI,,O3 (ozone),,
578,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12165>,12165,stable,''@en,skos:Concept,Water vapour,'12165',OoI,,Water vapour,,
579,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12166>,12166,stable,''@en,skos:Concept,Temperature,'12166',Property,,,Temperature,
580,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12167>,12167,stable,"'Aggregate state of cloud particles, either water droplets/drops, snowflakes, ice/snow crystals, or mixed.'@en",skos:Concept,Cloud phase,'12167',OoI,,cloud,,
581,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12168>,12168,stable,'Height of the surface above ground separating the planetary boundary layer (PBL) from the free atmosphere.'@en,skos:Concept,Height of the top of the PBL,'12168',Property,,Atmosphere,PBL Height,
582,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12169>,12169,stable,"'Selection, out of a pre-defined set of aerosol classes, that best fits an input data set (observed or modeled). The pre-defined set of aerosol classes includes specification of the particle composition, mixing state, complex refractive index, and shape as a function of particle size. The definition of aerosol type includes specification of all the classes as well as the algorithm used to choose the best fit to the input data.'@en",skos:Concept,Aerosol type,'12169',Property,,Aerosol Particle,type,
583,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12170>,12170,stable,"'IUPAC: n/a, PubChem CID: 24824, CAS Number: 10028-17-8'@en",skos:Concept,Tritium [H-3],'12170',OoI,,Tritium [H-3],,
584,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12171>,12171,stable,"'IUPAC: n/a, PubChem CID: 26873, CAS Number: 14762-75-5'@en",skos:Concept,Carbon [C-14],'12171',OoI,,Carbon [C-14],,
585,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12172>,12172,stable,"'IUPAC: sodium-22, PubChem CID: 6328543, CAS Number: 13966-32-0'@en",skos:Concept,Sodium [Na-22],'12172',OoI,,Sodium [Na-22],,
586,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12173>,12173,stable,"'IUPAC: sodium-24, PubChem CID: 6335498, CAS Number: 13982-04-2'@en",skos:Concept,Sodium [Na-24],'12173',OoI,,Sodium [Na-24],,
587,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12174>,12174,stable,"'IUPAC: n/a, PubChem CID: 167013, CAS Number: 14158-34-0'@en",skos:Concept,Chlorine [Cl-38],'12174',OoI,,Chlorine [Cl-38],,
588,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12175>,12175,stable,"'IUPAC: potassium-40, PubChem CID: 6328542, CAS Number: 13966-00-2'@en",skos:Concept,Potassium [K-40],'12175',OoI,,Potassium [K-40],,
589,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12176>,12176,stable,"'IUPAC: potassium-42, PubChem CID: 11607897, CAS Number: 14378-21-3'@en",skos:Concept,Potassium [K-42],'12176',OoI,,Potassium [K-42],,
590,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12177>,12177,stable,"'IUPAC: scandium-46, PubChem CID: 107673, CAS Number: 13967-63-0'@en",skos:Concept,Scandium [Sc-46],'12177',OoI,,Scandium [Sc-46],,
591,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12178>,12178,stable,"'IUPAC: chromium-51, PubChem CID: 104786, CAS Number: 14392-02-0'@en",skos:Concept,Chromium [Cr-51],'12178',OoI,,Chromium [Cr-51],,
592,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12179>,12179,stable,"'IUPAC: manganese-53, PubChem CID: 167227, CAS Number: 14999-33-8'@en",skos:Concept,Manganese [Mn-53],'12179',OoI,,Manganese [Mn-53],,
593,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12180>,12180,stable,"'IUPAC: manganese-56, PubChem CID: 114694, CAS Number: 14681-52-8'@en",skos:Concept,Manganese [Mn-56],'12180',OoI,,Manganese [Mn-56],,
594,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12181>,12181,stable,"'IUPAC: iron-59, PubChem CID: 104784, CAS Number: 14596-12-4'@en",skos:Concept,Iron [Fe-59],'12181',OoI,,Iron [Fe-59],,
595,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12182>,12182,stable,"'IUPAC: cobalt-56, PubChem CID: 166998, CAS Number: 14093-03-9'@en",skos:Concept,Cobalt [Co-56],'12182',OoI,,Cobalt [Co-56],,
596,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12183>,12183,stable,"'IUPAC: cobalt-57, PubChem CID: 104851, CAS Number: 13981-50-5'@en",skos:Concept,Cobalt [Co-57],'12183',OoI,,Cobalt [Co-57],,
597,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12184>,12184,stable,"'IUPAC: cobalt-58, PubChem CID: 104844, CAS Number: 13981-38-9'@en",skos:Concept,Cobalt [Co-58],'12184',OoI,,Cobalt [Co-58],,
598,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12185>,12185,stable,"'IUPAC: cobalt-60, PubChem CID: 61492, CAS Number: 10198-40-0'@en",skos:Concept,Cobalt [Co-60],'12185',OoI,,Cobalt [Co-60],,
599,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12186>,12186,stable,"'IUPAC: zinc-65, PubChem CID: 91574, CAS Number: 13982-39-3'@en",skos:Concept,Zinc [Zn-65],'12186',OoI,,Zinc [Zn-65],,
600,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12187>,12187,stable,"'IUPAC: gallium-67, PubChem CID: 5464084, CAS Number: 14119-09-6'@en",skos:Concept,Gallium [Ga-67],'12187',OoI,,Gallium [Ga-67],,
601,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12188>,12188,stable,"'IUPAC: selenium-75, PubChem CID: 6328176, CAS Number: 14265-71-5'@en",skos:Concept,Selenium [Se-75],'12188',OoI,,Selenium [Se-75],,
602,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12189>,12189,stable,"'IUPAC: strontium-85, PubChem CID: 5464271, CAS Number: 13967-73-2'@en",skos:Concept,Strontium [Sr-85],'12189',OoI,,Strontium [Sr-85],,
603,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12190>,12190,stable,"'IUPAC: strontium-89, PubChem CID: 5388880, CAS Number: 14158-27-1'@en",skos:Concept,Strontium [Sr-89],'12190',OoI,,Strontium [Sr-89],,
604,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12191>,12191,stable,"'IUPAC: strontium-90, PubChem CID: 5486204, CAS Number: 10098-97-2'@en",skos:Concept,Strontium [Sr-90],'12191',OoI,,Strontium [Sr-90],,
605,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12192>,12192,stable,"'IUPAC: strontium-91, PubChem CID: 6337043, CAS Number: 14331-91-0'@en",skos:Concept,Strontium [Sr-91],'12192',OoI,,Strontium [Sr-91],,
606,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12193>,12193,stable,"'IUPAC: yttrium-88, PubChem CID: 105173, CAS Number: 13982-36-0'@en",skos:Concept,Yttrium [Y-88],'12193',OoI,,Yttrium [Y-88],,
607,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12194>,12194,stable,"'Metastable (excited) state of yttrium-90 isotope, IUPAC: yttrium-90, PubChem CID: 104760, CAS Number: 10098-91-6'@en",skos:Concept,Yttrium [Y-90m],'12194',OoI,,Yttrium [Y-90m],,
608,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12195>,12195,stable,"'IUPAC: zirconium-95, PubChem CID: 91573, CAS Number: 13967-71-0'@en",skos:Concept,Zirconium [Zr-95],'12195',OoI,,Zirconium [Zr-95],,
609,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12196>,12196,stable,"'IUPAC: niobium-95, PubChem CID: 104776, CAS Number: 13967-76-5'@en",skos:Concept,Niobium [Nb-95],'12196',OoI,,Niobium [Nb-95],,
610,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12197>,12197,stable,"'IUPAC: molybdenum-99, PubChem CID: 104976, CAS Number: 14119-15-4'@en",skos:Concept,Molybdenum [Mo-99],'12197',OoI,,Molybdenum [Mo-99],,
611,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12198>,12198,stable,"'Metastable (excited) state of technetium-99 isotope, IUPAC: technetium-99, PubChem CID: 26476, CAS Number: 14133-76-7'@en",skos:Concept,Technetium  [Tc-99m],'12198',OoI,,Technetium  [Tc-99m],,
612,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12199>,12199,stable,"'IUPAC: ruthenium-103, PubChem CID: 104749, CAS Number: 13968-53-1'@en",skos:Concept,Ruthenium [Ru-103],'12199',OoI,,Ruthenium [Ru-103],,
613,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12200>,12200,stable,"'IUPAC: ruthenium-106, PubChem CID: 26359, CAS Number: 13967-48-1'@en",skos:Concept,Ruthenium [Ru-106],'12200',OoI,,Ruthenium [Ru-106],,
614,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12201>,12201,stable,"'Metastable (excited) state of silver-108 isotope, IUPAC: silver-108, PubChem CID: 167088, CAS Number: 14391-65-2'@en",skos:Concept,Silver [Ag-108m],'12201',OoI,,Silver [Ag-108m],,
615,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12202>,12202,stable,"'Metastable (excited) state of silver-110 isotope, IUPAC: silver-110, PubChem CID: 104828, CAS Number: 14391-76-5'@en",skos:Concept,Silver [Ag-110m],'12202',OoI,,Silver [Ag-110m],,
616,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12203>,12203,stable,"'IUPAC: indium-111, PubChem CID: 5462099, CAS Number: 15750-15-9'@en",skos:Concept,Indium [In-111],'12203',OoI,,Indium [In-111],,
617,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12204>,12204,stable,"'IUPAC: tin-113, PubChem CID: 6335514, CAS Number: 13966-06-8'@en",skos:Concept,Tin [Sn-113],'12204',OoI,,Tin [Sn-113],,
618,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12205>,12205,stable,"'IUPAC: antimony-122, PubChem CID: 6335836, CAS Number: 14374-79-9'@en",skos:Concept,Antimony [Sb-122],'12205',OoI,,Antimony [Sb-122],,
619,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12206>,12206,stable,"'IUPAC: antimony-124, PubChem CID: 6335510, CAS Number: 14683-10-4'@en",skos:Concept,Antimony [Sb-124],'12206',OoI,,Antimony [Sb-124],,
620,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12207>,12207,stable,"'IUPAC: antimony-125, PubChem CID: 6335317, CAS Number: 14234-35-6'@en",skos:Concept,Antimony [Sb-125],'12207',OoI,,Antimony [Sb-125],,
621,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12208>,12208,stable,"'IUPAC: tellurium-132, PubChem CID: 6336614, CAS Number: 14234-28-7'@en",skos:Concept,Tellurium [Te-132],'12208',OoI,,Tellurium [Te-132],,
622,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12209>,12209,stable,"'IUPAC: n/a, PubChem CID: 161029, CAS Number: 14158-32-8'@en",skos:Concept,"Iodine [I-126], elementary",'12209',OoI,,"Iodine [I-126], elementary",,
623,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12210>,12210,stable,"'IUPAC: n/a, PubChem CID: 24855, CAS Number: 10043-66-0'@en",skos:Concept,"Iodine [I-131], elementary",'12210',OoI,,"Iodine [I-131], elementary",,
624,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12211>,12211,stable,"'IUPAC: n/a, PubChem CID: 104966, CAS Number: 14683-16-0'@en",skos:Concept,"Iodine [I-132], elementary",'12211',OoI,,"Iodine [I-132], elementary",,
625,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12212>,12212,stable,"'IUPAC: n/a, PubChem CID: 167176, CAS Number: 14834-67-4'@en",skos:Concept,"Iodine [I-133], elementary",'12212',OoI,,"Iodine [I-133], elementary",,
626,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12213>,12213,stable,"'IUPAC: xenon-133, PubChem CID: 66376, CAS Number: 14932-42-4'@en",skos:Concept,Xenon [Xe-133],'12213',OoI,,Xenon [Xe-133],,
627,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12214>,12214,stable,"'IUPAC: cesium-134, PubChem CID: 6335485, CAS Number: 13967-70-9'@en",skos:Concept,Caesium [Cs-134],'12214',OoI,,Caesium [Cs-134],,
628,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12215>,12215,stable,"'IUPAC: cesium-136, PubChem CID: 6335316, CAS Number: 14234-29-8'@en",skos:Concept,Caesium [Cs-136],'12215',OoI,,Caesium [Cs-136],,
629,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12216>,12216,stable,"'IUPAC: cesium-137, PubChem CID: 5486527, CAS Number: 10045-97-3'@en",skos:Concept,Caesium [Cs-137],'12216',OoI,,Caesium [Cs-137],,
630,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12217>,12217,stable,"'IUPAC: barium-133, PubChem CID: 5491664, CAS Number: 13981-41-4'@en",skos:Concept,barium [Ba-133],'12217',OoI,,barium [Ba-133],,
631,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12218>,12218,stable,"'IUPAC: barium-140, PubChem CID: 6335490, CAS Number: 14798-08-4'@en",skos:Concept,barium [Ba-140],'12218',OoI,,barium [Ba-140],,
